e03,e1,e2,e3,e09,e02
1464.46997070312,1477.32995605469,1453.31994628906,1458.46997070312,1295100000,0.0041054613147593
1456.63000488281,1470.30004882812,1448.48999023438,1464.46997070312,920800000,-0.00536783041363473
1493.86999511719,1493.92004394531,1446.06005859375,1456.63000488281,1065900000,0.0252445130804959
1500.64001464844,1505.07995605469,1487.32995605469,1493.86999511719,1075000000,0.00452162860946142
1527.34997558594,1532.5,1492.39001464844,1500.64001464844,1078300000,0.0176424980445012
1527.4599609375,1552.86999511719,1516.82995605469,1527.34997558594,1052200000,7.20079834068235e-05
1523.85998535156,1534.63000488281,1518.4599609375,1527.4599609375,901000000,-0.0023596196528953
1507.72998046875,1527.35998535156,1507.08996582031,1523.85998535156,959100000,-0.0106413844066008
1508.52001953125,1521.44995117188,1497.44995117188,1507.72998046875,1061900000,0.000523855171532202
1487.92004394531,1517.38000488281,1474.63000488281,1508.52001953125,1193400000,-0.0137498496204337
1498.57995605469,1519.81005859375,1484.38000488281,1487.92004394531,1227400000,0.00713876268551593
1505.96997070312,1507.18994140625,1486.9599609375,1498.57995605469,1021700000,0.00491922566176265
1494.72998046875,1526.44995117188,1416.41003417969,1505.97998046875,1515460000,-0.0074916139480273
1487.36999511719,1506.55004882812,1478.05004882812,1494.72998046875,1110300000,-0.00493611908106047
1501.33996582031,1511.76000976562,1487.36999511719,1487.36999511719,1008000000,0.00934856351298275
1516.34997558594,1518.68005371094,1501.33996582031,1501.33996582031,891600000,0.00994809529485792
1504.4599609375,1527.18994140625,1503.34997558594,1516.34997558594,853700000,-0.00787211132138341
1500.58996582031,1512.80004882812,1486.78002929688,1504.4599609375,971400000,-0.00257566253538892
1467.17004394531,1509.07995605469,1466.15002441406,1500.58996582031,1175900000,-0.022522936175411
1440.51000976562,1477.52001953125,1439.33996582031,1467.17004394531,1032000000,-0.0183381808216607
1356.56005859375,1440.51000976562,1339.40002441406,1440.51000976562,1279700000,-0.060045097522023
1401.43994140625,1401.53002929688,1346.5,1356.56005859375,1204700000,0.0325481108133403
1441.60998535156,1441.60998535156,1397.81005859375,1401.43994140625,1109400000,0.0282602968007043
1427.46997070312,1447.68994140625,1424.26000976562,1441.60998535156,1001400000,-0.00985690838193474
1434.5400390625,1435.48999023438,1422.07995605469,1427.46997070312,896200000,0.00494064151900673
1429.85998535156,1434.5400390625,1407.13000488281,1434.5400390625,868700000,-0.00326774042421784
1477.43994140625,1477.67004394531,1429.85998535156,1429.85998535156,1071100000,0.0327342935409904
1460.98999023438,1482.93994140625,1456.97998046875,1477.43994140625,999600000,-0.0111965392435972
1464.92004394531,1469.2099609375,1434.81005859375,1460.98999023438,1111000000,0.00268638203397364
1452.43005371094,1473.61999511719,1448.15002441406,1464.92004394531,984600000,-0.00856261067630428
1468.25,1481.51000976562,1452.43005371094,1452.43005371094,966300000,0.0108331626289042
1446.2900390625,1468.25,1445.21997070312,1468.25,1011500000,-0.0150695315329278
1415.09997558594,1446.2900390625,1398.35998535156,1446.2900390625,991600000,-0.0218015011639108
1409.56994628906,1420.98999023438,1404.93994140625,1415.09997558594,925800000,-0.00391552748820963
1432.63000488281,1436.03002929688,1405.07995605469,1409.56994628906,805500000,0.0162272640983281
1424.17004394531,1432.63000488281,1417.05004882812,1432.63000488281,787600000,-0.00592270059019445
1412.14001464844,1430.28002929688,1401.84997558594,1424.17004394531,896600000,-0.00848292407271545
1383.05004882812,1412.14001464844,1375.14001464844,1412.14001464844,1006400000,-0.0208150540471356
1407.81005859375,1410.26000976562,1383.05004882812,1383.05004882812,953600000,0.0177441064451505
1420.9599609375,1430.13000488281,1407.81005859375,1407.81005859375,858200000,0.00929732496896172
1452.35998535156,1452.39001464844,1416.5400390625,1420.9599609375,854600000,0.021857137432582
1466.0400390625,1470.40002441406,1450.76000976562,1452.35998535156,955500000,0.00937510539631811
1447.80004882812,1466.0400390625,1441.67004394531,1466.0400390625,820500000,-0.0125197182640962
1437.2099609375,1458.0400390625,1436.58996582031,1447.80004882812,807900000,-0.00734148957518102
1406.94995117188,1437.2099609375,1401.73999023438,1437.2099609375,853700000,-0.0212795008342977
1400.71997070312,1410.55004882812,1368.72998046875,1406.94995117188,869000000,-0.00443783697282232
1373.85998535156,1403.77001953125,1373.43005371094,1400.71997070312,869900000,-0.0193620835591028
1399.05004882812,1401.75,1361.08996582031,1373.85998535156,1152300000,0.0181691840985208
1381.52001953125,1411.65002441406,1373.93005371094,1399.05004882812,984500000,-0.0126091133279741
1378.02001953125,1391.42004394531,1369.75,1381.52001953125,722600000,-0.00253665598412845
1422.44995117188,1422.44995117188,1378.02001953125,1378.02001953125,844200000,0.0317330022412738
1420.59997558594,1434.48999023438,1415.5,1422.43994140625,960500000,-0.00130140229309852
1448.81005859375,1448.81005859375,1420.59997558594,1420.59997558594,960100000,0.0196632698740293
1477.26000976562,1483.22998046875,1448.81005859375,1448.81005859375,1162400000,0.0194464568964204
1467.63000488281,1477.28002929688,1464.68005371094,1477.26000976562,838600000,-0.00654016901200856
1457.83996582031,1471.35998535156,1454.73999023438,1467.63000488281,950100000,-0.00669299340404208
1471.35998535156,1474.64001464844,1455.06005859375,1457.83996582031,854600000,0.00923126844668116
1461.67004394531,1475.65002441406,1456.48999023438,1471.35998535156,854300000,-0.00660748547662642
1456.94995117188,1472.67004394531,1454.9599609375,1461.67004394531,786000000,-0.00323447169990734
1446,1462.93005371094,1445.98999023438,1456.94995117188,774100000,-0.00754405228380546
1469.43994140625,1470.42004394531,1442.38000488281,1446,935900000,0.0160802122174424
1470.5400390625,1483.61999511719,1467.7099609375,1469.43994140625,929700000,0.000748370883408387
1478.72998046875,1482.0400390625,1464.61999511719,1470.5400390625,1011400000,0.00555389123684638
1464.4599609375,1480.77001953125,1460.42004394531,1478.72998046875,1250800000,-0.00969705091141797
1486,1488.93005371094,1459.05004882812,1464.4599609375,921700000,0.0146013991327151
1475.94995117188,1487.31994628906,1470.18005371094,1486,1031500000,-0.00678612911232904
1479.13000488281,1482.18994140625,1468,1475.94995117188,1009600000,0.00215226321168424
1452.18005371094,1479.13000488281,1448.03002929688,1479.13000488281,1022700000,-0.0183881677470179
1441.47998046875,1459.93994140625,1438.31005859375,1452.18005371094,847600000,-0.00739556263362912
1455.31005859375,1459.66003417969,1441.47998046875,1441.47998046875,889000000,0.00954862659674214
1450.55004882812,1463.34997558594,1450.55004882812,1455.31005859375,1042500000,-0.00327614809188977
1454.81994628906,1467.63000488281,1450.55004882812,1450.55004882812,1095100000,0.00293931619194099
1442.39001464844,1455.14001464844,1434.63000488281,1454.81994628906,1110900000,-0.00858067456208907
1454.59997558594,1454.68005371094,1438.7099609375,1442.39001464844,1459700000,0.00842946180528473
1469.5400390625,1469.57995605469,1450.84997558594,1454.59997558594,451900000,0.0102185212764617
1446.22998046875,1469.5400390625,1442.44995117188,1469.5400390625,1019300000,-0.0159892961732987
1456.67004394531,1461.65002441406,1439.56005859375,1446.22998046875,947300000,0.00719288187719992
1478.90002441406,1484.11999511719,1456.67004394531,1456.67004394531,931700000,0.0151455457642164
1475.61999511719,1486.56005859375,1474.76000976562,1478.90002441406,838700000,-0.00222034755068279
1480.88000488281,1488.77001953125,1470.47998046875,1475.61999511719,980500000,0.00355827181836846
1492.92004394531,1497.68994140625,1480.88000488281,1480.88000488281,1001200000,0.00809745420154474
1495.83996582031,1501.39001464844,1489.65002441406,1492.92004394531,1026800000,0.00195393594296521
1509.97998046875,1509.98999023438,1494.56005859375,1495.83996582031,960600000,0.00940849366019048
1510.48999023438,1517.31994628906,1505.26000976562,1509.97998046875,906000000,0.000337702261845711
1493.73999023438,1510.48999023438,1491.34997558594,1510.48999023438,908300000,-0.011151059456171
1481.9599609375,1495.63000488281,1479.92004394531,1493.73999023438,909400000,-0.00791752597924163
1495.56994628906,1501.92004394531,1481.9599609375,1481.9599609375,1064600000,0.00914185956935876
1480.18994140625,1495.56994628906,1477.91003417969,1495.56994628906,968300000,-0.0103369508377094
1464.2900390625,1485.88000488281,1463.80004882812,1480.18994140625,880300000,-0.0107999082984729
1474.46997070312,1476.22998046875,1464.2900390625,1464.2900390625,969400000,0.00692807328598665
1452.42004394531,1474.46997070312,1452.42004394531,1474.46997070312,1235800000,-0.0150674222857693
1449.61999511719,1464.91003417969,1445.32995605469,1452.42004394531,1156400000,-0.00192971127850324
1419.89001464844,1456.68005371094,1413.89001464844,1449.61999511719,980000000,-0.0207220356120685
1430.82995605469,1437.65002441406,1418.7099609375,1419.89001464844,952600000,0.00767525062029399
1438.09997558594,1443.5400390625,1428.9599609375,1430.82995605469,938700000,0.00506811617280769
1438.69995117188,1451.58996582031,1433.48999023438,1438.09997558594,994500000,0.000417113188203252
1452.56005859375,1454.18994140625,1425.43005371094,1438.69995117188,1095600000,0.00958766319674839
1462.93005371094,1462.93005371094,1451.31005859375,1452.56005859375,956000000,0.00711375339942963
1479.31994628906,1480.80004882812,1460.71997070312,1462.93005371094,854800000,0.0111411757068998
1482.80004882812,1484.52001953125,1472.60998535156,1479.31994628906,992200000,0.00234973879924867
1472.86999511719,1490.32995605469,1471.16003417969,1482.80004882812,1054000000,-0.00671935021488808
1460.25,1475.15002441406,1459.89001464844,1472.86999511719,940800000,-0.00860522107094671
1471.83996582031,1475.71997070312,1453.06005859375,1460.25,835500000,0.00790564158600747
1491.56005859375,1491.64001464844,1468.56005859375,1471.83996582031,783800000,0.0133092958812201
1484.43005371094,1493.11999511719,1482.73999023438,1491.56005859375,895900000,-0.00479169503662389
1479.84997558594,1496.08996582031,1475.73999023438,1484.43005371094,929800000,-0.00309018157826862
1496.06994628906,1499.31994628906,1479.84997558594,1479.84997558594,922400000,0.0109009192094798
1491.71997070312,1499.46997070312,1488.98999023438,1496.06994628906,821400000,-0.00291183703027027
1499.47998046875,1502.83996582031,1491.13000488281,1491.71997070312,731600000,0.00518857134354292
1498.13000488281,1508.44995117188,1497.42004394531,1499.47998046875,818800000,-0.000900701347940382
1505.96997070312,1507.19995117188,1489.52001953125,1498.13000488281,871000000,0.00521952244131193
1508.31005859375,1511.16003417969,1501.25,1505.96997070312,837100000,0.00155266819140899
1506.44995117188,1513.46997070312,1505.08996582031,1508.31005859375,685600000,-0.00123400048553818
1514.08996582031,1523.94995117188,1506.44995117188,1506.44995117188,733600000,0.00505871873977683
1509.83996582031,1514.81005859375,1505.4599609375,1514.08996582031,795600000,-0.00281091354259506
1502.58996582031,1510.48999023438,1500.08996582031,1509.83996582031,818400000,-0.00481339925730345
1517.68005371094,1525.2099609375,1502.58996582031,1502.58996582031,1056600000,0.00999262539982219
1520.77001953125,1530.08996582031,1515.53002929688,1517.68005371094,767700000,0.00203390992844382
1507.07995605469,1520.77001953125,1504.2099609375,1520.77001953125,838500000,-0.00904282370410079
1492.25,1512.60998535156,1492.11999511719,1507.07995605469,995100000,-0.00988892661003261
1502.51000976562,1505.33996582031,1492.25,1492.25,985500000,0.00685200141203917
1494.5,1502.51000976562,1489.88000488281,1502.51000976562,961000000,-0.0053453467368059
1489.26000976562,1506.76000976562,1483.01000976562,1494.5,899300000,-0.00351234389104899
1481.98999023438,1496.93005371094,1479.67004394531,1489.26000976562,991200000,-0.00489358622753845
1484.91003417969,1487.44995117188,1473.60998535156,1481.98999023438,1068300000,0.00196841475218659
1480.86999511719,1494.16003417969,1476.72998046875,1484.91003417969,1014000000,-0.00272443776783442
1465.81005859375,1480.9599609375,1460.21997070312,1480.86999511719,1268400000,-0.0102217189345213
1444.51000976562,1467.77001953125,1441.92004394531,1465.81005859375,962500000,-0.0146378602017371
1459.90002441406,1461.16003417969,1444.51000976562,1444.51000976562,1024900000,0.0105977864755411
1451.33996582031,1460.48999023438,1430.94995117188,1459.90002441406,1104000000,-0.00588071288637945
1449.05004882812,1452.77001953125,1436.30004882812,1451.33996582031,1105400000,-0.00157904106442462
1448.71997070312,1449.05004882812,1421.88000488281,1449.05004882812,1185500000,-0.000227815267742335
1439.03002929688,1457.42004394531,1435.93005371094,1448.71997070312,982400000,-0.00671109187069286
1427.2099609375,1448.0400390625,1425.25,1439.03002929688,1106600000,-0.00824783368197931
1426.56994628906,1437.21997070312,1419.43994140625,1427.2099609375,1174700000,-0.000448538205449603
1458.2900390625,1461.68994140625,1425.78002929688,1426.56994628906,1206200000,0.0219916192305506
1436.51000976562,1458.2900390625,1436.2900390625,1458.2900390625,1197100000,-0.015047975625221
1436.22998046875,1445.59997558594,1429.82995605469,1436.52001953125,1051200000,-0.000194956242969309
1426.4599609375,1454.81994628906,1425.28002929688,1436.22998046875,1098100000,-0.00682578809750394
1434.31994628906,1439.98999023438,1416.31005859375,1426.4599609375,1167400000,0.00549500862297315
1436.28002929688,1444.17004394531,1431.80004882812,1434.31994628906,1176100000,0.00136562623082401
1408.98999023438,1443.30004882812,1397.06005859375,1436.28002929688,1150100000,-0.0191833293605502
1402.03002929688,1409.68994140625,1392.47998046875,1408.98999023438,716600000,-0.00495192144598109
1387.02001953125,1408.82995605469,1383.84997558594,1402.03002929688,1044000000,-0.0107636323615059
1364.58996582031,1387.02001953125,1349.67004394531,1387.02001953125,1387500000,-0.0163035827508748
1329.78002929688,1374.93005371094,1328.06005859375,1364.58996582031,1388600000,-0.0258404551211067
1374.17004394531,1374.17004394531,1327.07995605469,1329.78002929688,1223900000,0.032836407423779
1374.61999511719,1379.47998046875,1365.06005859375,1374.17004394531,1005400000,0.000327381261936722
1349.96997070312,1380.98999023438,1342.33996582031,1374.61999511719,1161500000,-0.0180949774552586
1342.13000488281,1356.65002441406,1305.7900390625,1349.96997070312,1441700000,-0.00582444044058693
1388.76000976562,1389.93005371094,1342.13000488281,1342.13000488281,1297900000,0.0341533618590119
1396.93005371094,1408.46997070312,1382.18994140625,1388.76000976562,1177400000,0.0058657403979825
1395.78002929688,1406.9599609375,1387.75,1396.93005371094,1046800000,-0.000823590308256553
1398.13000488281,1415.64001464844,1388.13000488281,1395.78002929688,1158600000,0.00168221317892145
1364.90002441406,1398.13000488281,1362.2099609375,1398.13000488281,1315600000,-0.0240544491993167
1364.43994140625,1372.71997070312,1337.81005859375,1364.90002441406,1303800000,-0.000337138662044313
1379.57995605469,1384.56994628906,1364.13000488281,1364.43994140625,1086300000,0.0110350280606643
1398.66003417969,1406.35998535156,1376.85998535156,1379.57995605469,1186500000,0.0137355866820982
1429.40002441406,1432.21997070312,1398.66003417969,1398.66003417969,1366400000,0.0217401330358775
1421.21997070312,1429.59997558594,1410.44995117188,1429.40002441406,1206800000,-0.00573915581716205
1428.31994628906,1433.40002441406,1421.21997070312,1421.21997070312,1167700000,0.00498325377812299
1426.68994140625,1433.2099609375,1420.92004394531,1428.31994628906,997700000,-0.00114185598231539
1432.18994140625,1438.4599609375,1427.71997070312,1428.76000976562,930900000,0.00384766552695949
1431.86999511719,1436.21997070312,1423.26000976562,1432.18994140625,880900000,-0.000223421504775999
1409.28002929688,1437.28002929688,1408.78002929688,1431.86999511719,909300000,-0.0159023224238982
1400.14001464844,1409.28002929688,1369.68005371094,1409.28002929688,1111000000,-0.00650671437693979
1365.97998046875,1400.14001464844,1365.96997070312,1400.14001464844,962500000,-0.0247001366290321
1351.26000976562,1365.97998046875,1328.61999511719,1365.97998046875,1129300000,-0.0108346077286479
1382.94995117188,1390.06005859375,1351.26000976562,1351.26000976562,1118800000,0.0231813657059119
1389.81005859375,1395.9599609375,1374.75,1382.94995117188,1066800000,0.00494822587973787
1372.31994628906,1394.76000976562,1370.39001464844,1389.81005859375,956300000,-0.0126643901904509
1367.71997070312,1384.84997558594,1355.55004882812,1372.31994628906,1070400000,-0.00335760065310631
1342.61999511719,1367.71997070312,1341.67004394531,1367.71997070312,955800000,-0.0185221732237619
1347.34997558594,1355.86999511719,1333.61999511719,1342.61999511719,1137100000,0.00351675698623508
1322.35998535156,1347.34997558594,1321.89001464844,1347.34997558594,963200000,-0.0187216742747329
1341.77001953125,1343.82995605469,1322.35998535156,1322.35998535156,404870000,0.0145716444706842
1348.96997070312,1362.5,1341.77001953125,1341.77001953125,946100000,0.00535166413853955
1336.08996582031,1358.81005859375,1334.96997070312,1348.96997070312,1028200000,-0.00959390403194465
1341.93005371094,1352.38000488281,1329.28002929688,1336.08996582031,402100000,0.00436150372729836
1314.94995117188,1341.91003417969,1294.90002441406,1341.91003417969,1186530000,-0.0203103113003126
1315.22998046875,1334.67004394531,1307.02001953125,1314.94995117188,1195200000,0.000212935468455588
1324.96997070312,1332.06005859375,1310.22998046875,1315.18005371094,1103000000,0.00737825513253563
1376.5400390625,1376.56005859375,1324.96997070312,1324.96997070312,900300000,0.0381833372026802
1351.4599609375,1376.5400390625,1346.15002441406,1376.5400390625,1399300000,-0.0183876721156706
1343.55004882812,1353.5,1339.26000976562,1351.4599609375,1128000000,-0.00587005969829358
1369.89001464844,1380.32995605469,1343.55004882812,1343.55004882812,1358300000,0.0194150543890116
1380.19995117188,1389.05004882812,1364.14001464844,1369.89001464844,1202400000,0.00749792548798517
1371.18005371094,1380.27001953125,1370.27001953125,1380.19995117188,1083400000,-0.00655665866475647
1359.98999023438,1385.81994628906,1358.47998046875,1371.18005371094,1195100000,-0.0081943825629435
1340.93005371094,1359.98999023438,1340.47998046875,1359.98999023438,1061300000,-0.0141138964578784
1312.15002441406,1340.93005371094,1305.38000488281,1340.93005371094,1561100000,-0.0216964112799641
1322.73999023438,1332.31994628906,1312.15002441406,1312.15002441406,1189900000,0.00803830352184207
1305.59997558594,1346.43994140625,1305.19995117188,1322.9599609375,1324900000,-0.0130426488548823
1264.73999023438,1305.59997558594,1261.16003417969,1305.59997558594,1421600000,-0.0317961267919364
1274.85998535156,1285.31005859375,1254.06994628906,1264.73999023438,1449900000,0.00796979743342394
1305.94995117188,1305.96997070312,1274.85998535156,1274.85998535156,1087100000,0.0240943507234855
1315.18994140625,1315.93994140625,1301.64001464844,1305.96997070312,806500000,0.00705038943981564
1328.92004394531,1332.03002929688,1310.9599609375,1315.18994140625,1092700000,0.0103855180189045
1334.21997070312,1335.93005371094,1325.78002929688,1328.92004394531,1015300000,0.00398021412730193
1320.28002929688,1340.09997558594,1317.51000976562,1334.21997070312,1035500000,-0.0105029719734317
1283.27001953125,1320.28002929688,1276.05004882812,1320.28002929688,1129400000,-0.0284323345214164
1347.56005859375,1347.76000976562,1274.61999511719,1283.27001953125,1880700000,0.0488840702084013
1333.33996582031,1350.23999023438,1329.14001464844,1347.56005859375,2131000000,-0.0106085463881141
1298.34997558594,1334.77001953125,1294.94995117188,1333.33996582031,1430800000,-0.0265928380658743
1295.85998535156,1298.34997558594,1276.2900390625,1298.34997558594,1115500000,-0.00191965263915903
1300.80004882812,1311.71997070312,1295.14001464844,1295.85998535156,1191300000,0.00380494124879506
1313.27001953125,1313.76000976562,1287.28002929688,1300.80004882812,1296500000,0.00954072765251826
1326.81994628906,1332.18994140625,1309.71997070312,1313.27001953125,1411200000,0.0102648363571977
1318.55004882812,1333.2099609375,1311.58996582031,1326.81994628906,1276000000,-0.00625237635332571
1326.65002441406,1327.81005859375,1313.32995605469,1318.31994628906,1205700000,0.00612430113324906
1329.46997070312,1346.92004394531,1325.41003417969,1326.65002441406,1349100000,0.00212335839778272
1347.96997070312,1352.7099609375,1327.41003417969,1329.89001464844,1445000000,0.0138193907796888
1342.5400390625,1354.55004882812,1336.73999023438,1347.96997070312,1407800000,-0.0040363641042463
1342.90002441406,1353.61999511719,1333.83996582031,1342.5400390625,1164000000,0.000268101573827584
1360.40002441406,1362.90002441406,1339.63000488281,1342.90002441406,1232600000,0.0129473193120443
1364.30004882812,1369.75,1357.28002929688,1360.40002441406,1309000000,0.00286272027942333
1357.51000976562,1367.34997558594,1354.63000488281,1364.30004882812,1258000000,-0.00498936590146146
1354.94995117188,1357.51000976562,1342.75,1357.51000976562,1098000000,-0.00188762923012512
1364.17004394531,1365.5400390625,1350.35998535156,1354.92004394531,1053100000,0.00678170005523196
1373.72998046875,1375.68005371094,1356.19995117188,1364.17004394531,1149800000,0.00698343642210973
1366.01000976562,1383.36999511719,1364.66003417969,1373.72998046875,1295300000,-0.00563556480728634
1373.46997070312,1373.5,1359.33996582031,1366.01000976562,1118800000,0.00544627405959951
1349.46997070312,1376.38000488281,1348.71997070312,1373.46997070312,1048400000,-0.0176284619114475
1354.31005859375,1354.56005859375,1344.47998046875,1349.46997070312,1013000000,0.00358024174174848
1352.26000976562,1363.55004882812,1350.0400390625,1354.31005859375,1059600000,-0.00151486875890113
1340.89001464844,1352.26000976562,1334.26000976562,1352.26000976562,1158300000,-0.00844369052364719
1332.53002929688,1350.31994628906,1332.42004394531,1341.09997558594,1107200000,-0.00625417066076381
1314.76000976562,1332.53002929688,1309.97998046875,1332.53002929688,1075500000,-0.0134252659667974
1330.31005859375,1330.9599609375,1313.64001464844,1314.76000976562,1039100000,0.0117578949312352
1318.80004882812,1336.61999511719,1317.51000976562,1330.31005859375,1075200000,-0.00868977258595854
1315.92004394531,1320.72998046875,1304.71997070312,1318.80004882812,1150300000,-0.002186195063211
1326.60998535156,1331.2900390625,1315.92004394531,1315.92004394531,1153700000,0.00809073092924964
1301.53002929688,1326.60998535156,1293.18005371094,1326.60998535156,1257200000,-0.0190862870831995
1278.93994140625,1307.16003417969,1278.43994140625,1301.53002929688,1112200000,-0.0175089539906547
1255.27001953125,1282.96997070312,1253.16003417969,1278.93994140625,1208500000,-0.0186808595860766
1252.81994628906,1259.93994140625,1228.32995605469,1255.27001953125,1365900000,-0.00195373695116364
1245.85998535156,1252.81994628906,1215.43994140625,1252.81994628906,1231300000,-0.00557092475084415
1267.65002441406,1267.68994140625,1241.7099609375,1245.85998535156,1130800000,0.0173387691915715
1257.93994140625,1272.76000976562,1252.26000976562,1267.65002441406,1114100000,-0.00768939612766207
1239.93994140625,1263.46997070312,1229.65002441406,1257.93994140625,1225300000,-0.0144124717139441
1241.22998046875,1241.35998535156,1214.5,1239.93994140625,1294900000,0.00103986362834048
1234.18005371094,1251.01000976562,1219.73999023438,1241.22998046875,1294000000,-0.00569598225848354
1241.41003417969,1242.55004882812,1234.0400390625,1234.18005371094,929200000,0.00584103245520213
1253.80004882812,1267.42004394531,1241.41003417969,1241.41003417969,1091800000,0.00993112088261496
1261.89001464844,1263.85998535156,1253.80004882812,1253.80004882812,1132200000,0.0064316298936138
1264.73999023438,1266.5,1257.59997558594,1261.89001464844,1114100000,0.00225595104081853
1233.42004394531,1264.73999023438,1228.42004394531,1264.73999023438,1085900000,-0.0250757253239428
1180.16003417969,1233.42004394531,1176.78002929688,1233.42004394531,1229000000,-0.0441407829444377
1197.66003417969,1197.82995605469,1171.5,1180.16003417969,1360900000,0.0147196301395403
1166.7099609375,1197.66003417969,1155.34997558594,1197.66003417969,1397400000,-0.0261818930937098
1173.56005859375,1182.0400390625,1166.7099609375,1166.7099609375,1259500000,0.00585412551735944
1150.53002929688,1173.56005859375,1148.64001464844,1173.56005859375,1543560000,-0.0198191827946578
1170.81005859375,1173.5,1147.18005371094,1150.53002929688,1126200000,0.017473135776606
1142.61999511719,1180.56005859375,1142.18994140625,1170.81005859375,1235900000,-0.0243720001929586
